"id","ph","ec","water_temp","ket","pengaduk"
2456,13.0605,0.362972,25,1,0
2457,13.0378,0.362972,25,1,0
2458,13.0151,0.362972,25,1,0
2459,13.0227,0.362972,25,1,0
2460,13.0453,0.362972,25,1,0
2461,13.0529,0.362972,25,1,0
2462,13.0831,0.362972,25,1,0
2463,13.0151,0.356491,25,1,0
2464,12.9849,0.362972,25,1,0
2465,13.0151,0.362972,25,1,0
2466,12.9924,0.362972,25,1,0
2467,13.0302,0.362972,25,1,0
2468,13.068,0.362972,25,1,0
2469,13.068,0.362972,25,1,0
2470,13.0831,0.362972,25,1,0
2471,13.068,0.362972,25,1,0
2472,13.0756,0.362972,25,1,0
2473,13.0302,0.362972,25,1,0
2474,13.0529,0.362972,25,1,0
2475,13.0529,0.362972,25,2,0
